,number,value,params_affinity,params_agglo_metric,params_agglo_n,params_alpha,params_assign_lables,params_clusterer,params_coef0,params_degree,params_eigen_solver,params_epsilon,params_hdbscan_algo,params_hdbscan_leaf_size,params_hdbscan_method,params_hdbscan_metric,params_hdbscan_n,params_kmeans_algo,params_kmeans_init,params_kmeans_n,params_kmeans_n_init,params_kmeans_tol,params_linkage,params_max_eps,params_min_dist,params_min_samples,params_n_oversamples,params_normalizer,params_optics_algo,params_optics_leaf_size,params_optics_method,params_optics_metric,params_optics_n,params_p,params_pca_n,params_pca_tol,params_perplexity,params_reducer,params_solver,params_spec_cluster,params_spec_gamma,params_spec_n,params_spec_n_init,params_spec_n_neighbors,params_tightness,params_tsne_init,params_tsne_lr,params_tsne_method,params_tsne_metric,params_tsne_n,params_umap_metric,params_umap_n,params_umap_n_neighbors,params_whiten,params_xi,state,n_clusters
612,612,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.780140655816698,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
614,614,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.883016585285157,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
615,615,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.715800947233696,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
616,616,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.963230303990748,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
622,622,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.045816532590687,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
624,624,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.578685012768885,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
625,625,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.733319344071685,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
626,626,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.489890429203705,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
631,631,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,1.4925313399816238,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
635,635,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.83885722850004,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
637,637,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,0.3797202495142562,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
646,646,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.404574109021742,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
648,648,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.42586885940872,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
655,655,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.474251518893864,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
657,657,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.4185327482222,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
659,659,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,5.041218452886028,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
677,677,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.781250676513473,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
681,681,0.9518219362694044,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.535807824855777,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
919,919,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.819604449398126,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
922,922,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.995497181674104,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
923,923,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.685326944084805,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
929,929,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.820390678598956,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
933,933,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.856964322772727,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
938,938,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.612529626671254,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
944,944,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.966681622459763,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
945,945,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.9521636875189,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
946,946,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.956341860935034,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
950,950,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.99189284205645,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
953,953,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.737378536656266,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
963,963,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.409171450568364,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
966,966,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.426756756036893,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
970,970,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.54408514573248,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
975,975,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.64769165763765,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
979,979,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.69093704152747,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
984,984,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.756973916281668,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
990,990,0.9517407922205964,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.641145233701678,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
289,289,0.9516470634351012,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,3.0,6.697817299511454,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
291,291,0.9516470634351012,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,3.0,7.1770579543179736,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
292,292,0.9516470634351012,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,3.0,6.78611058381881,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
295,295,0.9516470634351012,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,3.0,6.71618089410898,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
297,297,0.9516470634351012,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,3.0,7.0064836433256525,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
518,518,0.9516470634351012,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.24867876164017,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
522,522,0.9516470634351012,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.070904668535738,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
526,526,0.9516470634351012,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.213435553509516,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
278,278,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,7.643081790359536,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
284,284,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,7.030764911914464,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
436,436,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,9.716498752279705,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
437,437,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,9.720737872701276,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
441,441,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,9.742983104594824,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
443,443,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,9.870036244318722,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
447,447,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,9.623153978313066,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
450,450,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,9.872594961192569,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
454,454,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.473613442758696,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
456,456,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,9.814957577276097,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
457,457,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.559393304609005,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
461,461,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.150145098647265,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
463,463,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.140949974006409,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
464,464,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.182749448494954,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
465,465,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.768409467902371,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
468,468,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.708456992096982,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
470,470,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.80765280269254,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
474,474,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.613907798043408,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
477,477,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.845491174438726,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
478,478,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.842175771692562,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
481,481,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.737899226905386,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
491,491,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.923390283392884,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
494,494,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.224128361638266,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
495,495,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.452184936457561,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
500,500,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.550595527861717,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
503,503,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.573674955083549,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
509,509,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.741170771908068,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
511,511,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.710706451438758,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
513,513,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.808958074447707,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
517,517,0.9516454913654608,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.66894799422969,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
501,501,0.951645490896598,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.269271661195392,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
505,505,0.951645490896598,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.249125708127062,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
519,519,0.951645490896598,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.331121845310005,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
433,433,0.9516445245031552,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,4.0,9.84328100930482,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
298,298,0.9516411415105896,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,16.0,6.990625537289493,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
393,393,0.9516406482949872,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,17.0,6.94152983217669,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
395,395,0.9516406482949872,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,17.0,9.954293086557348,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
398,398,0.9516406482949872,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,17.0,9.148761545884994,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
338,338,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,7.216478766234719,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
339,339,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,7.181934154545005,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
341,341,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,7.130365128653121,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
345,345,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,7.288176731267845,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
378,378,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,6.604831291155036,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
379,379,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,6.5156184294917,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
380,380,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,6.490149312744634,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
381,381,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,6.119198061478051,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
383,383,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,6.516198435974885,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
386,386,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,9.71759705663807,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
390,390,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,6.443879687427236,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
409,409,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,9.472693579331642,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
413,413,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,9.79497106294836,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
420,420,0.9516406481139924,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,9.384905328840995,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
422,422,0.951640648027545,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,19.0,9.32590532297654,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
426,426,0.951640648027545,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,19.0,9.02002983464493,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
429,429,0.951640648027545,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,19.0,8.816781906310785,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
304,304,0.9516400756107256,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,6.519188122519983,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
313,313,0.9516400756107256,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,6.422372159518151,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
315,315,0.9516400756107256,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,7.097892434623397,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
334,334,0.9516400756107256,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,6.928047404772187,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
344,344,0.9516400756107256,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,7.29270701007239,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
407,407,0.9516400756107256,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,9.648453547680717,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
302,302,0.9516400754974011,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,18.0,6.846658881698224,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
303,303,0.9516400754974011,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,18.0,6.560661281444938,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
325,325,0.9516400754974011,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,18.0,6.4721513049825,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
328,328,0.9516400754974011,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,18.0,6.7916101770697175,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
404,404,0.9516393469025506,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,5.0,none,,,,,,,18.0,9.64773573316988,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
427,427,0.9516393469025506,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,5.0,none,,,,,,,18.0,9.596832615119622,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
351,351,0.9516393467041664,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,19.0,6.542549264565294,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
403,403,0.9516393467041664,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,19.0,6.354708372563654,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
355,355,0.9516393466577224,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,20.0,7.35377660481311,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
359,359,0.9516384606899492,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,15.0,7.135373724661654,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
318,318,0.9516384603251192,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,16.0,6.714780605151835,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
369,369,0.9516384603251192,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,16.0,7.371147129569025,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
299,299,0.9516384601598672,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,7.080199756434065,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
300,300,0.9516384601598672,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,6.988430327066783,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
322,322,0.9516384601598672,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,6.795124788451062,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
