,number,value,params_affinity,params_agglo_metric,params_agglo_n,params_alpha,params_assign_lables,params_clusterer,params_coef0,params_degree,params_eigen_solver,params_epsilon,params_hdbscan_algo,params_hdbscan_leaf_size,params_hdbscan_method,params_hdbscan_metric,params_hdbscan_n,params_kmeans_algo,params_kmeans_init,params_kmeans_n,params_kmeans_n_init,params_kmeans_tol,params_linkage,params_max_eps,params_min_dist,params_min_samples,params_n_oversamples,params_normalizer,params_optics_algo,params_optics_leaf_size,params_optics_method,params_optics_metric,params_optics_n,params_p,params_pca_n,params_pca_tol,params_perplexity,params_reducer,params_solver,params_spec_cluster,params_spec_gamma,params_spec_n,params_spec_n_init,params_spec_n_neighbors,params_tightness,params_tsne_init,params_tsne_lr,params_tsne_method,params_tsne_metric,params_tsne_n,params_umap_metric,params_umap_n,params_umap_n_neighbors,params_whiten,params_xi,state,n_clusters
27,27,0.9514996439689732,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,15.0,QR,,,,,,,14.0,5.813263436125047,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
364,364,0.951499513513284,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,16.0,6.71989896528032,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE,2.0
387,387,0.951499384693912,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,9.97809147936406,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE,2.0
689,689,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.543239671293229,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
692,692,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.982178980240825,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
698,698,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.49248080396694,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
719,719,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.822643175478918,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
726,726,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.297793104414092,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
731,731,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.153389582085898,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
734,734,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.084102102538202,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
740,740,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.481132730710938,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
743,743,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.778571822264269,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
757,757,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.629130762855771,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
761,761,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.772885064874282,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
768,768,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.55419647784151,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
773,773,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.99332166138698,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
779,779,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.823920675301816,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
781,781,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.410347333157658,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
789,789,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.457074922469443,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
836,836,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.637244055385452,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
858,858,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.654408316301836,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
866,866,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.305659337317651,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
872,872,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.819830643014134,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
881,881,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.524281234934186,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
894,894,0.951069411934714,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.99695123247776,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
542,542,0.94767725591998,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.815256044006066,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
664,664,0.94767725591998,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.42336642595038,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
679,679,0.94767725591998,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.337975054986131,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
530,530,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.497902002237243,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
534,534,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.706788353668909,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
549,549,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.91805074113136,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
558,558,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.993680187828597,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
565,565,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.437514171661206,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
571,571,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.557353576361434,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
684,684,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.98942476321423,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
685,685,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.76288103829699,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
691,691,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.81743730940444,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
694,694,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.5983746896834,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
697,697,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.992763819378382,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
705,705,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.81000030907362,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
709,709,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.446585558916796,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
714,714,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.82814266299303,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
718,718,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.296744815964622,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
732,732,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.284417273663244,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
753,753,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.800926818852972,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
758,758,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.803977251879129,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
762,762,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.639081965683788,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
777,777,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.240461625315554,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
782,782,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.604266898995071,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
786,786,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.566698485280194,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
790,790,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.9952513978608,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
798,798,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.656326485367492,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
802,802,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.590373879031093,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
804,804,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.836246514344172,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
830,830,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.496112474595066,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
842,842,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.264914342045856,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
855,855,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.810221470826315,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
857,857,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.99940701710452,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
867,867,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.819284258480662,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
885,885,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.611846767267393,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
891,891,0.9472133311895984,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.269366682003406,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
893,893,0.9471344500730065,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,6.0,none,,,,,,,3.0,9.804453843157678,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
462,462,0.9470230812782724,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.07622911951798,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
485,485,0.9470230812782724,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.524785959204563,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
841,841,0.9470230812782724,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.471469368750377,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
845,845,0.9470230812782724,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.50502891476256,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
856,856,0.9470230812782724,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.199408317610482,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
890,890,0.9470230812782724,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.999413383704663,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
765,765,0.9462360800593757,,,,,,OPTICS,,,,,,,,,,,,,,,,100.0,,,1.0,none,brute,15.0,xi,sqeuclidean,407.0,,3.0,9.465910829740531,,PCA,randomized,,,,,,,,,,,,,,,True,0.65,COMPLETE,2.0
805,805,0.9455314530538196,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,6.0,9.473496469361883,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
490,490,0.9409919273550492,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,8.652265236831326,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
467,467,0.9409883201893788,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,9.376536278820929,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
472,472,0.9409883201893788,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,8.766688114996095,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
482,482,0.9409883201893788,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,8.414854842078856,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
489,489,0.9409883201893788,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,9.113740665089544,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
504,504,0.9409878399453684,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,8.0,none,,,,,,,3.0,9.555952662012162,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
487,487,0.940984337727994,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,14.0,none,,,,,,,3.0,9.251758889655951,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
368,368,0.9409824986650556,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,3.0,none,,,,,,,17.0,6.61961125067034,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
309,309,0.9409824985352864,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,18.0,6.976271639331359,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
459,459,0.9408074139129966,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,9.587382468323408,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE,2.0
484,484,0.9408074139129966,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,8.857450027434565,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE,2.0
126,126,0.9408067770681618,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,6.0,LU,,,,,,,7.0,3.696797760755846,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
60,60,0.9408061962520962,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,6.0,QR,,,,,,,11.0,3.158442368986469,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
440,440,0.9365353598376864,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,6.774014705587658,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
695,695,0.9365353598376864,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,2.0,none,,,,,,,3.0,9.362100075296684,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
800,800,0.9365353598376864,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,2.0,none,,,,,,,3.0,9.38580332662147,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
831,831,0.9345204260182612,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,5.0,9.164993971017816,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
862,862,0.9339880065280368,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,5.0,9.823679005486822,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
707,707,0.9339659207700732,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,9.542921801797483,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
711,711,0.9339659207700732,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,9.257181369756529,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
737,737,0.9339659207700732,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,9.338496743206836,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
764,764,0.9339659207700732,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,9.02081324609267,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
819,819,0.9339659207700732,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,8.965587792228247,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
910,910,0.9338827642391248,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,2.0,9.542495340154591,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
912,912,0.9338827642391248,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,2.0,9.817613691588967,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
917,917,0.9338827642391248,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.987404395839585,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
924,924,0.9338827642391248,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.83839765836394,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
930,930,0.9338827642391248,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.617544923300082,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
936,936,0.9338827642391248,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.992512115871763,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
949,949,0.9338827642391248,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.972026821064468,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
964,964,0.9338827642391248,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.479369530211802,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
985,985,0.9338827642391248,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.747720113621716,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
995,995,0.9338827642391248,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.648232883352426,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
998,998,0.9338827642391248,,l1,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.461506423987238,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
710,710,0.9317028900448022,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,19.0,none,,,,,,,3.0,9.21088669821768,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
439,439,0.9313268547678084,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,4.0,6.651027985270798,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
449,449,0.9313268547678084,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,4.0,9.60667101525015,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
321,321,0.931324489241426,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,15.0,6.267344935160124,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
308,308,0.9313244890645854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,16.0,6.610590109765918,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
401,401,0.9313210966804832,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,4.0,none,,,,,,,17.0,9.864082637053237,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
342,342,0.931321096405372,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,3.0,none,,,,,,,18.0,7.132453426659169,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
316,316,0.931318742603618,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,3.0,none,,,,,,,17.0,7.068859619297755,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
373,373,0.931314521878054,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,16.0,none,,,,,,,15.0,7.445641830161968,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
362,362,0.93131298384321,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,20.0,6.806203692031218,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
366,366,0.93131298384321,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,20.0,6.95257772207546,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
353,353,0.931311463780002,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,18.0,7.063984967350629,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
410,410,0.931311463780002,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,18.0,9.6557341968678,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
418,418,0.931311463780002,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,18.0,9.13873539188704,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
421,421,0.931311463780002,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,18.0,9.774375941437306,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
432,432,0.931311463780002,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,18.0,9.750108831600151,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
326,326,0.9313114633961626,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,19.0,6.925890769029241,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
